asteroid_number,H,da_AU,D_deg,f_degy,e_p,g_arcsec_y,sin_i_p,s_arcsec_y,L,My
2019SO238,14.6,0.0371,8.08,2.295,0.1119,289.9,0.4388,-6.37,4,5
2019SP185,14.97,0.0625,12.86,2.427,0.0768,363.48,0.1236,-13.48,4,5
2019SP228,15.8,0.0935,19.58,2.384,0.0533,378.18,0.1271,-17.6,4,5
2019ST184,15.05,0.1029,22.3,2.305,0.0204,350.47,0.2968,-15.65,4,5
2019SU177,14.95,0.073,15.08,2.418,0.049,374.13,0.0702,-14.06,4,5
2019SX148,15.34,0.0573,11.89,2.407,0.0968,346.83,0.2207,-12.67,4,50
2019SX186,15.35,0.0775,16.03,2.416,0.0492,282.04,0.0281,-14.78,4,50
2019SX239,15.2,0.0904,18.93,2.386,0.0432,377.1,0.1309,-16.51,4,5
2019SY148,14.76,0.1194,26.07,2.288,0.0408,364.2,0.2673,-21.12,4,5
2019TK39,15.19,0.1381,30.89,2.231,0.0362,182.24,0.2728,-26.23,4,50
2019TQ52,14.72,0.1239,26.83,2.307,0.0373,178.28,0.1875,-23.53,4,50
2019UK48,14.87,0.11,27.41,2.008,0.0319,56.51,0.6763,-3.49,4,50
2019WJ1,14.52,0.1056,24.16,2.181,0.0365,150.59,0.4866,-10.85,4,50
2020BA93,14.09,0.0913,19.71,2.312,0.0252,340.25,0.3191,-12.77,5,5
2020ET4,14.97,0.1209,26.81,2.255,0.108,332.45,0.3354,-24.67,5,50
2020FG12,14.32,0.103,23.29,2.209,0.0352,129.88,0.455,-11.32,5,50
2020FG35,14.68,0.0783,17.12,2.283,0.0177,313.68,0.3983,-8.31,5,5
2020FJ12,14.31,0.0745,16.49,2.255,0.0219,297.29,0.4452,-6.45,5,5
2020FJ31,15.13,0.0511,10.33,2.469,0.1385,354.38,0.0865,-17.45,5,5
2020FL37,14.81,0.0505,10.43,2.417,0.057,355.47,0.1768,-10.31,5,5
2020FN35,14.91,0.0946,19.9,2.373,0.021,378.02,0.1485,-16.49,5,5
2020FP43,14.69,0.0894,20.31,2.197,0.0396,276.26,0.4989,-7.48,5,5
2020FP44,15.08,0.0449,9.66,2.318,0.0457,310.76,0.3892,-5.04,5,5
2020FQ10,14.88,0.0737,16.55,2.224,0.0328,280.99,0.4884,-5.16,5,5
2020FS25,15.19,0.0679,14.52,2.334,0.0991,320.98,0.3468,-11.61,5,5
2020FS29,15.12,0.0426,8.98,2.369,0.1138,320.03,0.3282,-10.05,5,5
2020FS34,14.62,0.1123,26.37,2.127,0.0335,102.22,0.5399,-10.09,5,50
2020FT10,14.61,0.0919,19.53,2.351,0.0497,358.8,0.24,-15.41,5,5
2020FT8,14.56,0.043,8.78,2.447,0.1017,354.29,0.134,-12.73,5,5
2020FX8,14.85,0.0866,18.01,2.4,0.0291,382.25,0.0586,-15.84,5,5
2020GA31,15.04,0.0393,8.28,2.372,0.0867,325.82,0.3147,-8.22,5,5
2020GC23,14.44,0.0757,15.73,2.402,0.0515,368.26,0.1443,-13.96,5,5
2020GG11,14.59,0.0248,5.22,2.37,0.0725,323.8,0.3224,-6.29,5,5
2020GG30,14.99,0.0936,19.63,2.38,0.0181,381.06,0.1217,-16.54,5,5
2020GH25,14.84,0.068,14.19,2.393,0.0806,351.47,0.2203,-13.17,5,5
2020GV31,15.03,0.0184,4.08,2.255,0.0335,278.17,0.4552,-0.22,5,5
2020GW12,14.96,0.0495,10.55,2.341,0.0938,315.5,0.3595,-8.52,5,5
2020GY26,15.05,0.0802,19.24,2.082,0.0411,136.71,0.6413,-0.34,5,50
2020HA112,15.24,0.0867,19.36,2.239,0.0715,292.88,0.4509,-9.61,5,50
2020HA117,15.07,0.0704,15.32,2.295,0.0064,274.9,0.391,-7.23,5,5
2020HA160,14.77,0.0563,11.73,2.396,0.0889,343.24,0.2434,-11.64,5,5
2020HA162,15.44,0.0733,15.55,2.353,0.0071,315.86,0.2779,-10.34,5,5
2020HA168,15.46,0.119,26.87,2.214,0.0466,265.2,0.4063,-16.95,5,50
2020HA180,15.07,0.0342,6.98,2.448,0.0964,352.84,0.138,-11.53,5,5
2020HA62,14.76,0.0838,18.73,2.233,0.0397,171.56,0.4605,-7.59,5,50
2020HB104,14.65,0.0549,11.36,2.414,0.0245,360.84,0.1579,-10.03,5,5
2020HB112,15.06,0.1248,28.85,2.16,0.042,220.57,0.461,-16.68,5,50
2020HB115,14.94,0.0344,7.68,2.235,0.0538,243.27,0.5113,-0.8,5,50
2020HB117,14.63,0.1117,25.39,2.197,0.0263,297.12,0.4507,-13.37,5,5
2020HB16,14.66,0.0342,7.02,2.432,0.0862,349.02,0.1807,-10.3,5,5
2020HB160,15.23,0.1031,22.22,2.317,0.0241,357.65,0.2701,-16.38,5,5
2020HB180,14.92,0.0942,20.16,2.335,0.0776,347.87,0.2785,-16.63,5,5
2020HB185,15.26,0.0577,12.16,2.368,0.0329,340.65,0.2799,-8.58,5,5
2020HB57,14.69,0.0406,8.3,2.441,0.1345,340.84,0.2008,-14.37,5,5
2020HB62,15.08,0.1073,23.93,2.24,0.098,308.16,0.4054,-17.34,5,50
2020HB93,15.11,0.0527,11.08,2.374,0.0769,334.14,0.2909,-9.51,5,5
2020HC100,15.04,0.0299,6.5,2.296,0.0289,297.87,0.4319,-2.38,5,5
2020HC146,14.99,0.0694,15.19,2.283,0.0673,304.15,0.4156,-8.0,5,5
2020HC180,14.85,0.057,12.94,2.198,0.0232,261.71,0.5383,-1.2,5,5
2020HC181,15.26,0.0518,11.16,2.319,0.0435,314.05,0.3806,-5.87,5,5
2020HC3,14.55,0.0572,12.71,2.248,0.0393,151.65,0.4772,-3.27,5,50
2020HC37,14.58,0.0546,11.84,2.302,0.0942,301.3,0.4116,-7.68,5,5
2020HC62,14.69,0.056,12.49,2.238,0.0351,84.35,0.4889,-2.65,5,50
2020HC65,14.79,0.026,5.77,2.248,0.0383,128.94,0.4985,-0.17,5,50
2020HC90,14.94,0.0372,7.99,2.324,0.0739,307.41,0.3919,-5.44,5,5
2020HD107,15.04,0.0386,8.18,2.354,0.0478,324.05,0.3349,-5.92,5,5
2020HD116,15.3,0.086,19.62,2.188,0.0394,164.19,0.5162,-5.98,5,50
2020HD165,15.05,0.0739,15.26,2.417,0.0309,377.23,0.0318,-13.74,5,5
2020HD180,14.91,0.0911,20.19,2.252,0.0313,307.43,0.4203,-10.13,5,5
2020HD37,14.89,0.1009,22.73,2.218,0.0422,211.02,0.4488,-11.21,5,50
2020HD38,14.8,0.0111,2.4,2.2,0.0413,162.91,0.4896,0.06,5,50
2020HD57,14.48,0.0314,6.55,2.395,0.0547,338.2,0.2622,-7.17,5,5
2020HD78,14.93,0.1016,22.32,2.275,0.0516,289.03,0.3612,-14.43,5,50
2020HD87,14.77,0.0316,6.64,2.374,0.093,323.34,0.319,-7.91,5,5
2020HD91,14.53,0.0595,12.97,2.29,0.0381,305.11,0.4151,-5.64,5,5
2020HE102,14.58,0.0631,13.17,2.394,0.0412,355.49,0.207,-10.81,5,5
2020HE116,14.79,0.0113,2.44,2.308,0.0467,222.1,0.4221,-2.12,5,50
2020HE14,14.71,0.0805,16.83,2.387,0.0104,368.61,0.1626,-13.46,5,5
2020HE146,14.92,0.0618,12.73,2.425,0.0852,359.9,0.1458,-13.66,5,5
2020HE160,15.13,0.0514,10.53,2.438,0.1004,355.64,0.1442,-13.25,5,50
2020HE180,14.79,0.0375,7.72,2.429,0.0072,323.81,0.1296,-8.47,5,5
2020HE51,15.09,0.0441,9.56,2.304,0.0488,304.11,0.4115,-4.47,5,5
2020HE72,15.57,0.0623,12.72,2.446,0.1209,358.39,0.1135,-17.03,5,5
2020HE81,14.93,0.0309,6.32,2.446,0.0718,356.86,0.1163,-10.0,5,5
2020HE83,14.91,0.0938,19.67,2.383,0.0452,255.56,0.1195,-17.08,5,50
2020HE92,15.06,0.1009,21.24,2.373,0.0488,383.23,0.1212,-19.13,5,5
2020HF116,14.74,0.0553,12.25,2.252,0.0399,162.87,0.4732,-3.29,5,50
2020HF118,15.08,0.13,30.23,2.148,0.0181,291.19,0.4619,-17.57,5,5
2020HF129,14.73,0.0829,17.8,2.327,0.0563,336.42,0.3179,-12.29,5,5
2020HF160,15.11,0.0832,18.23,2.279,0.0186,315.69,0.3944,-9.24,5,5
2020HF180,15.29,0.0408,8.54,2.384,0.118,324.45,0.3052,-10.77,5,5
2020HF185,15.02,0.0914,19.19,2.379,0.0156,377.38,0.1426,-15.81,5,5
2020HF189,14.63,0.0603,13.63,2.207,0.0439,189.34,0.5238,-2.33,5,50
2020HF37,14.26,0.1171,26.83,2.18,0.0188,293.49,0.4594,-14.24,5,5
2020HF69,14.84,0.0566,12.15,2.327,0.0342,320.96,0.3597,-6.67,5,5
2020HF88,14.68,0.0611,12.67,2.408,0.0557,358.27,0.1787,-11.51,5,5
2020HF92,14.71,0.1094,24.83,2.2,0.031,296.28,0.452,-12.94,5,5
2020HG104,15.03,0.0882,18.78,2.346,0.1038,340.94,0.2859,-16.97,5,50
2020HG116,15.11,0.1234,28.44,2.167,0.0349,146.74,0.458,-16.0,5,50
2020HG12,14.81,0.0494,11.05,2.233,0.0421,175.05,0.5022,-1.88,5,50
2020HG146,15.45,0.1155,24.69,2.338,0.0471,282.79,0.1517,-22.14,5,50
2020HG160,14.58,0.0249,5.15,2.418,0.0118,350.63,0.191,-6.97,5,5
2020HG172,15.11,0.0457,9.65,2.367,0.0835,327.04,0.3147,-8.62,5,5
2020HG180,14.98,0.1245,28.63,2.171,0.0306,55.1,0.448,-16.53,5,50
2020HG19,14.65,0.077,17.19,2.238,0.0328,41.62,0.4644,-6.25,5,50
2020HG37,15.12,0.0382,8.9,2.141,0.0507,230.13,0.6144,2.58,5,5
2020HG95,14.96,0.0969,22.24,2.176,0.0359,270.52,0.5115,-8.32,5,5
2020HG97,14.97,0.0065,1.71,2.022,0.1179,297.03,0.4087,-6.26,5,5
2020HH107,15.21,0.0198,4.04,2.446,0.0369,359.78,0.0874,-8.25,5,5
2020HH113,15.18,0.0559,12.62,2.213,0.0338,55.02,0.5221,-1.63,5,50
2020HH116,14.61,0.1207,26.14,2.306,0.0369,169.85,0.2126,-22.11,5,50
2020HH120,14.46,0.0168,3.92,2.135,0.0538,205.67,0.6262,4.2,5,50
2020HH179,14.89,0.0969,20.36,2.377,0.0319,382.33,0.1204,-17.58,5,5
2020HH180,15.52,0.0685,14.24,2.401,0.0803,355.18,0.1992,-13.58,5,5
2020HH32,14.86,0.0632,14.19,2.224,0.0386,146.57,0.5016,-3.28,5,50
2020HH33,14.64,0.1007,22.79,2.207,0.0363,135.7,0.4628,-10.64,5,50
2020HH37,14.82,0.0217,4.71,2.302,0.0488,234.04,0.4279,-2.35,5,50
2020HH51,14.83,0.043,9.07,2.37,0.0866,326.35,0.3148,-8.54,5,5
2020HH85,15.03,0.0366,7.44,2.453,0.078,360.49,0.0701,-11.12,5,5
2020HH91,15.19,0.0249,5.36,2.318,0.0464,222.22,0.4026,-3.13,5,50
2020HJ103,15.01,0.0759,16.74,2.263,0.0554,299.89,0.4332,-7.93,5,5
2020HJ107,15.06,0.0722,15.4,2.34,0.0454,335.76,0.3128,-10.19,5,5
2020HJ116,14.96,0.0825,18.5,2.226,0.0666,284.51,0.4736,-8.18,5,5
2020HJ117,15.2,0.0479,9.87,2.424,0.0768,350.9,0.172,-10.98,5,50
2020HJ147,15.17,0.0514,10.7,2.4,0.0123,353.04,0.2062,-8.79,5,5
2020HJ180,14.92,0.1088,24.54,2.215,0.0328,77.23,0.4344,-13.06,5,50
2020HJ55,14.7,0.0199,4.4,2.255,0.0397,146.63,0.4919,-0.15,5,50
2020HJ67,15.31,0.08,16.64,2.4,0.0835,365.02,0.1617,-16.15,5,50
2020HJ81,14.79,0.0182,3.92,2.316,0.0481,233.21,0.4087,-2.73,5,50
2020HJ97,14.74,0.0656,14.35,2.284,0.0502,304.16,0.4182,-6.69,5,5
2020HJ99,14.8,0.0849,17.83,2.377,0.0383,168.7,0.183,-14.28,5,50
2020HK103,14.94,0.0233,5.14,2.26,0.0372,112.78,0.4848,-0.45,5,50
2020HK110,14.94,0.0517,10.68,2.418,0.0767,353.36,0.1808,-11.17,5,50
2020HK116,15.14,0.0907,19.03,2.38,0.0418,374.37,0.1534,-16.24,5,5
2020HK180,14.99,0.0654,13.66,2.39,0.0602,352.19,0.2226,-11.61,5,5
2020HK183,15.13,0.0859,18.63,2.303,0.0532,327.24,0.3537,-11.79,5,5
2020HK67,14.94,0.0658,13.74,2.39,0.0592,352.9,0.2197,-11.67,5,5
2020HK76,14.81,0.1126,25.49,2.205,0.0487,260.8,0.4364,-14.67,5,50
2020HK77,14.49,0.0132,2.86,2.299,0.101,289.24,0.4426,-4.25,5,5
2020HK9,14.64,0.0622,13.78,2.255,0.0396,161.29,0.4616,-4.41,5,50
2020HK99,15.06,0.0449,9.32,2.406,0.0573,347.96,0.2185,-9.13,5,5
2020HL114,14.51,0.0908,20.74,2.185,0.0369,270.88,0.5118,-7.15,5,5
2020HL172,14.97,0.0653,14.58,2.234,0.0397,164.08,0.4844,-4.43,5,50
2020HL173,14.8,0.0878,18.37,2.385,0.0409,374.0,0.1462,-15.7,5,5
2020HM101,15.03,0.0473,9.94,2.374,0.0181,338.95,0.2794,-7.18,5,5
2020HM113,15.43,0.0679,15.39,2.204,0.0615,260.97,0.5205,-4.03,5,50
2020HM116,15.33,0.0479,10.12,2.366,0.0853,327.1,0.3151,-8.93,5,5
2020HM140,14.82,0.0415,8.49,2.443,0.0601,361.95,0.0895,-10.48,5,5
2020HM180,15.39,0.0817,17.54,2.326,0.0224,338.63,0.3155,-11.06,5,5
2020HM33,14.49,0.1073,23.48,2.283,0.0415,341.31,0.3284,-16.47,5,5
2020HM42,14.55,0.0807,17.53,2.299,0.0595,320.42,0.3711,-10.68,5,5
2020HN103,14.73,0.0769,16.83,2.283,0.0149,312.92,0.4001,-8.01,5,5
2020HN114,14.63,0.1108,25.47,2.172,0.0329,280.75,0.4866,-12.07,5,5
2020HN116,14.89,0.0605,13.64,2.215,0.0348,84.24,0.5148,-2.42,5,50
2020HN14,14.52,0.0918,20.01,2.29,0.0358,327.84,0.3596,-12.12,5,5
2020HN173,15.55,0.0527,10.8,2.434,0.0875,357.67,0.1401,-12.7,5,5
2020HN179,14.85,0.0598,12.38,2.414,0.0084,353.76,0.136,-10.67,5,5
2020HN180,15.16,0.0327,6.83,2.388,0.0773,332.35,0.2841,-7.84,5,5
2020HN25,14.94,0.0381,7.79,2.444,0.0981,352.27,0.1481,-11.85,5,5
2020HN41,14.73,0.0641,13.42,2.385,0.0529,350.28,0.2341,-10.9,5,5
2020HN83,14.52,0.0778,17.12,2.27,0.051,304.81,0.4201,-8.42,5,5
2020HO109,14.92,0.0475,10.64,2.23,0.0388,140.9,0.5082,-1.36,5,50
2020HO116,15.12,0.0604,12.49,2.415,0.0643,359.43,0.1637,-12.02,5,5
2020HO178,15.31,0.0337,6.91,2.435,0.0532,356.43,0.1406,-9.1,5,5
2020HO21,14.85,0.0842,17.53,2.397,0.0897,365.12,0.1637,-17.57,5,5
2020HO55,14.61,0.069,15.48,2.227,0.0304,280.31,0.4901,-4.4,5,5
2020HO65,14.81,0.067,13.84,2.418,0.0095,368.43,0.0817,-12.1,5,5
2020HO67,14.93,0.0425,8.71,2.434,0.0313,362.75,0.1043,-9.46,5,5
2020HP103,14.98,0.0273,5.88,2.315,0.052,258.64,0.4072,-3.31,5,50
2020HP116,15.4,0.0544,11.34,2.396,0.0541,348.92,0.227,-9.86,5,5
2020HP180,15.06,0.0171,3.52,2.419,0.0976,336.93,0.2399,-9.08,5,5
2020HP65,14.95,0.0251,5.22,2.4,0.101,330.19,0.2789,-8.92,5,5
2020HP67,14.77,0.0278,5.79,2.401,0.0439,341.22,0.2465,-6.87,5,5
2020HQ110,14.92,0.1167,26.39,2.208,0.0473,261.85,0.4196,-16.19,5,50
2020HQ111,14.98,0.1274,27.83,2.287,0.0982,365.35,0.2493,-28.45,5,5
2020HQ113,14.92,0.1499,33.45,2.24,0.0523,334.17,0.1515,-34.2,5,50
2020HQ114,14.9,0.0375,7.75,2.418,0.0282,353.59,0.1809,-8.15,5,5
2020HQ116,15.1,0.0372,7.97,2.329,0.0653,310.8,0.3818,-5.31,5,5
2020HQ117,14.89,0.0807,16.95,2.378,0.0333,363.42,0.1986,-13.42,5,5
2020HQ170,14.94,0.0968,21.03,2.298,0.0537,335.42,0.3351,-14.45,5,5
2020HQ179,14.82,0.13,28.01,2.318,0.0422,232.78,0.0566,-27.31,5,50
2020HR111,15.06,0.0452,9.95,2.268,0.0321,289.61,0.4603,-2.72,5,5
2020HR117,14.66,0.079,16.93,2.33,0.0508,335.2,0.3202,-11.31,5,5
2020HR178,14.87,0.078,17.7,2.2,0.0279,271.57,0.5126,-4.86,5,5
2020HR179,15.13,0.0728,15.07,2.414,0.1418,345.46,0.2094,-19.58,5,5
2020HR180,15.21,0.0596,12.38,2.403,0.0661,353.27,0.2035,-11.43,5,5
2020HR21,14.31,0.0107,2.3,2.312,0.0471,224.57,0.4134,-2.35,5,50
2020HR58,14.72,0.0395,8.75,2.257,0.0387,140.79,0.4794,-1.62,5,50
2020HR92,14.35,0.0488,10.14,2.401,0.0519,348.59,0.222,-9.23,5,5
2020HS105,14.7,0.0807,17.44,2.31,0.0526,326.65,0.3519,-10.87,5,5
2020HS115,15.18,0.0851,18.03,2.356,0.0858,348.19,0.2623,-15.53,5,50
2020HS116,15.41,0.0812,16.76,2.421,0.0832,375.15,0.0529,-17.54,5,5
2020HS160,15.49,0.0612,13.09,2.334,0.1022,316.26,0.3589,-10.54,5,5
2020HS179,15.04,0.09,18.84,2.384,0.0473,374.79,0.1444,-16.4,5,5
2020HS180,14.76,0.0494,10.56,2.337,0.0591,319.37,0.3565,-6.78,5,5
2020HS184,15.22,0.0767,16.84,2.275,0.051,306.64,0.4143,-8.43,5,5
2020HS34,14.71,0.0713,14.84,2.4,0.0295,366.37,0.1561,-12.37,5,5
2020HS50,14.92,0.0741,16.51,2.241,0.0366,128.37,0.4671,-5.66,5,50
2020HS60,14.77,0.0906,20.33,2.225,0.0522,263.8,0.4613,-9.18,5,50
2020HS92,14.95,0.0774,16.24,2.379,0.1188,342.66,0.2547,-17.0,5,50
2020HT116,15.05,0.0848,17.82,2.376,0.033,366.43,0.1908,-14.27,5,5
2020HT122,15.06,0.045,9.94,2.26,0.087,281.18,0.475,-4.32,5,5
2020HT155,15.13,0.0926,20.78,2.225,0.0563,292.34,0.4564,-10.13,5,5
2020HT184,15.42,0.0509,10.33,2.46,0.1054,362.33,0.0219,-14.66,5,5
2020HT188,14.71,0.0521,11.45,2.273,0.0519,292.76,0.4494,-4.25,5,5
2020HT45,14.4,0.0763,16.18,2.356,0.0451,346.64,0.2721,-11.72,5,5
2020HT70,15.03,0.0261,5.57,2.341,0.1105,305.55,0.3824,-7.14,5,5
2020HT91,15.11,0.1139,24.29,2.342,0.0491,297.51,0.1501,-21.84,5,50
2020HU114,14.82,0.0962,20.58,2.335,0.0292,357.91,0.257,-15.25,5,5
2020HU115,15.18,0.1191,25.39,2.343,0.0334,71.18,0.0674,-23.33,5,50
2020HU116,15.31,0.1037,21.99,2.355,0.0321,30.48,0.1587,-18.45,5,50
2020HU120,14.85,0.0642,14.57,2.201,0.0303,265.37,0.5285,-2.5,5,5
2020HU188,14.97,0.092,21.13,2.174,0.0315,265.89,0.5235,-6.86,5,5
2020HU81,14.6,0.0628,13.72,2.286,0.0116,305.82,0.4165,-5.55,5,5
2020HU90,14.37,0.0676,15.21,2.22,0.0374,131.85,0.5024,-3.66,5,50
2020HV102,15.2,0.062,12.74,2.429,0.1049,356.13,0.1569,-15.02,5,5
2020HV113,14.52,0.0667,15.06,2.213,0.0345,85.99,0.5105,-3.39,5,50
2020HV116,14.85,0.1109,25.16,2.201,0.0309,298.64,0.4466,-13.44,5,5
2020HV140,14.89,0.0887,19.12,2.316,0.0245,339.92,0.3177,-12.3,5,5
2020HV154,14.58,0.0525,11.78,2.224,0.0837,268.44,0.5126,-3.47,5,50
2020HV159,15.32,0.0718,14.62,2.452,0.1338,362.84,0.0615,-20.4,5,5
2020HV169,15.34,0.0366,7.47,2.444,0.0566,361.14,0.0894,-9.91,5,5
2020HV184,15.11,0.0717,15.01,2.386,0.0752,351.86,0.2273,-13.27,5,5
2020HV47,14.45,0.0184,3.99,2.304,0.0313,4.25,0.425,-1.8,5,50
2020HV65,14.72,0.0466,9.83,2.364,0.1127,319.81,0.3318,-10.28,5,5
2020HV91,15.1,0.0101,2.19,2.306,0.0612,289.48,0.413,-2.87,5,50
2020HW101,15.17,0.0387,7.99,2.419,0.0561,351.24,0.1893,-8.98,5,5
2020HW103,14.89,0.0393,8.23,2.386,0.0201,340.56,0.264,-6.81,5,5
2020HW112,15.07,0.1156,24.55,2.353,0.0135,401.64,0.0311,-22.33,5,5
2020HW113,14.73,0.1054,23.9,2.202,0.0125,294.02,0.4589,-11.5,5,5
2020HW115,15.15,0.0623,12.84,2.423,0.1078,353.53,0.1762,-14.83,5,50
2020HW116,15.54,0.0172,3.61,2.377,0.0885,322.18,0.3211,-6.84,5,5
2020HW117,14.87,0.0343,7.63,2.248,0.0372,118.14,0.4945,-0.73,5,50
2020HW159,14.85,0.0037,1.09,1.732,0.0457,340.61,0.2399,-6.28,5,5
2020HW169,15.25,0.0565,12.28,2.297,0.0982,299.5,0.4167,-8.01,5,5
2020HW38,14.75,0.0133,2.87,2.32,0.0469,223.29,0.4035,-2.67,5,50
2020HW97,14.58,0.0464,10.58,2.188,0.0463,195.14,0.5587,0.23,5,50
2020HX113,14.99,0.0444,9.91,2.235,0.0401,153.53,0.5034,-1.39,5,50
2020HX27,14.37,0.0636,13.78,2.304,0.0598,311.45,0.3918,-7.53,5,5
2020HX28,14.9,0.0764,15.96,2.389,0.082,356.05,0.2086,-14.84,5,5
2020HX54,14.65,0.0351,7.22,2.428,0.065,352.17,0.1723,-9.32,5,5
2020HX94,14.45,0.0588,13.18,2.231,0.0406,163.32,0.5002,-2.8,5,50
2020HY103,15.04,0.0609,13.85,2.197,0.0407,161.85,0.5369,-1.86,5,50
2020HY107,14.88,0.0858,18.35,2.334,0.0255,346.49,0.2893,-12.43,5,5
2020HY110,14.78,0.0815,17.89,2.276,0.029,312.21,0.4027,-8.9,5,5
2020HY116,14.73,0.0344,7.17,2.4,0.0408,343.29,0.2408,-7.3,5,5
2020HY127,14.83,0.0379,7.73,2.449,0.0913,355.68,0.1214,-11.67,5,5
2020HY158,15.55,0.0356,7.39,2.407,0.0944,337.35,0.2512,-9.74,5,5
2020HY159,15.03,0.1139,24.29,2.341,0.0326,56.39,0.1435,-21.03,5,50
2020HY67,14.92,0.0261,5.28,2.464,0.1045,354.31,0.0944,-11.99,5,5
2020HZ103,14.58,0.0585,12.95,2.256,0.0297,289.17,0.4647,-3.89,5,5
2020HZ116,15.09,0.0289,5.99,2.407,0.1006,333.92,0.2615,-9.47,5,5
2020HZ145,15.02,0.0532,10.88,2.443,0.0633,367.69,0.0258,-12.13,5,5
2020HZ179,14.84,0.0099,2.07,2.384,0.0578,329.66,0.2958,-5.71,5,5
2020HZ40,14.72,0.0898,19.1,2.349,0.0436,356.56,0.2486,-14.58,5,5
2020HZ75,15.25,0.0763,16.98,2.244,0.0645,286.11,0.461,-7.13,5,50
2020JA16,14.96,0.0417,9.3,2.242,0.0378,127.3,0.4978,-1.22,5,50
2020JB45,14.8,0.0748,16.6,2.25,0.0222,294.86,0.452,-6.28,5,5
2020JC22,14.88,0.0705,14.62,2.408,0.0373,368.65,0.1314,-12.74,5,5
2020JC27,14.84,0.0745,15.44,2.409,0.1023,358.49,0.1747,-16.41,5,50
2020JD14,14.91,0.1032,21.83,2.361,0.03,4.33,0.1369,-18.47,5,50
2020JD32,15.09,0.0577,12.98,2.217,0.0375,127.54,0.5142,-2.19,5,50
2020JD4,14.65,0.071,14.95,2.371,0.0275,351.5,0.2455,-10.88,5,5
2020JD42,15.01,0.0156,3.16,2.466,0.0923,356.11,0.069,-10.8,5,5
2020JD49,14.7,0.0158,3.41,2.311,0.0372,116.03,0.4152,-2.15,5,50
2020JF45,15.29,0.1192,27.41,2.171,0.0287,290.24,0.4652,-14.77,5,5
2020JH29,14.56,0.0661,14.18,2.327,0.044,325.29,0.348,-8.42,5,5
2020JJ21,14.83,0.1226,28.22,2.17,0.0293,23.05,0.4564,-15.7,5,50
2020JL5,14.31,0.0728,15.7,2.316,0.0576,322.69,0.3589,-9.63,5,5
2020JL8,13.86,0.0199,4.38,2.272,0.0534,284.3,0.4704,-1.39,5,5
2020JM50,15.24,0.1174,26.92,2.177,0.0126,292.37,0.4622,-14.13,5,5
2020JN43,14.78,0.0859,18.48,2.321,0.0254,339.55,0.316,-11.84,5,5
2020JO35,14.47,0.0391,8.27,2.359,0.03,327.96,0.3217,-5.77,5,5
2020JO43,15.14,0.056,11.56,2.42,0.1012,350.01,0.1936,-13.37,5,5
2020JP25,14.84,0.0691,14.46,2.385,0.0837,347.89,0.2396,-13.19,5,5
2020JP46,14.84,0.0247,5.16,2.386,0.0573,332.59,0.2862,-6.4,5,5
2020JQ22,14.98,0.1175,26.83,2.188,0.0691,294.53,0.448,-16.29,5,50
2020JQ35,14.4,0.0811,18.29,2.214,0.0399,172.4,0.4924,-5.98,5,50
2020JQ46,15.02,0.0735,15.22,2.413,0.0192,375.75,0.0718,-13.27,5,5
2020JQ49,14.89,0.0742,16.45,2.251,0.0438,293.91,0.4519,-6.68,5,5
2020JR28,14.6,0.0167,3.6,2.319,0.1156,295.37,0.4173,-5.91,5,50
2020JR31,14.86,0.0241,5.13,2.35,0.0463,318.59,0.3517,-4.56,5,5
2020JR49,14.92,0.0828,17.77,2.326,0.043,337.62,0.3168,-11.75,5,5
2020JS29,14.96,0.035,7.12,2.456,0.0864,358.9,0.0781,-11.46,5,5
2020JS49,15.04,0.0699,15.52,2.25,0.0487,240.7,0.4608,-5.71,5,50
2020JT49,15.64,0.0442,9.12,2.422,0.0439,356.93,0.1604,-9.4,5,5
2020JU49,14.87,0.0778,17.38,2.237,0.0517,255.3,0.4673,-6.67,5,50
2020JU50,15.11,0.0098,2.05,2.382,0.0261,331.64,0.2931,-4.87,5,5
2020JV19,14.83,0.0898,20.34,2.203,0.0269,280.28,0.4908,-7.52,5,5
2020JV48,14.75,0.0671,15.08,2.222,0.0344,80.71,0.4993,-3.71,5,50
2020JW49,15.3,0.0888,19.9,2.227,0.0179,292.79,0.4602,-8.22,5,5
2020JX21,14.74,0.0475,10.05,2.362,0.0894,324.42,0.3249,-8.92,5,5
2020JX26,14.09,0.0428,9.55,2.238,0.0407,161.06,0.502,-1.18,5,50
2020KA61,15.21,0.0846,17.79,2.376,0.0334,366.46,0.1901,-14.27,5,5
2020KB24,15.02,0.0908,20.59,2.202,0.0099,280.58,0.4897,-7.53,5,5
2020KC30,14.88,0.0658,14.18,2.315,0.025,321.17,0.3658,-7.46,5,5
2020KC51,15.16,0.0918,19.42,2.362,0.1065,351.4,0.2435,-18.88,5,50
2020KD30,14.81,0.0463,9.5,2.435,0.0459,363.25,0.1008,-10.27,5,5
2020KD51,14.7,0.0889,18.78,2.364,0.0366,142.34,0.2067,-14.71,5,50
2020KE31,14.8,0.0296,6.35,2.326,0.1128,300.2,0.4019,-6.97,5,5
2020KE51,14.71,0.1049,22.58,2.32,0.0379,360.05,0.2605,-17.38,5,5
2020KF36,15.4,0.0714,15.74,2.265,0.0486,298.68,0.4368,-6.89,5,5
2020KG51,15.13,0.0886,20.21,2.189,0.0361,271.54,0.5107,-6.83,5,5
2020KH34,14.96,0.0135,2.8,2.389,0.1216,327.66,0.2745,-10.05,5,5
