asteroid_number,H_mag,status,family1,dv_fam1,near1,family2,dv_fam2,near2,rescod
15077,12.88,3,158,0.0,0,0,0.0,0,0
15078,12.25,3,1298,0.0,0,0,0.0,0,0
15081,13.11,3,158,0.0,0,0,0.0,0,0
15084,13.54,3,24,0.0,0,0,0.0,0,0
15085,12.74,3,24,0.0,0,0,0.0,0,0
15086,14.02,2,24,90.76,5221,0,0.0,0,0
15088,14.69,1,4,0.0,0,0,0.0,0,0
15090,12.86,3,158,0.0,0,0,0.0,0,0
15092,11.99,3,221,0.0,0,0,0.0,0,0
15102,11.66,3,10654,0.0,0,0,0.0,0,0
15103,13.64,3,15,0.0,0,0,0.0,0,0
15105,12.14,3,375,0.0,0,0,0.0,0,5+3-3
15106,14.45,3,5,0.0,0,0,0.0,0,0
15109,14.63,3,4,0.0,0,0,0.0,0,0
15110,12.63,3,221,0.0,0,0,0.0,0,0
15115,14.1,3,20,0.0,0,0,0.0,0,0
15119,13.28,3,375,0.0,0,0,0.0,0,0
15122,14.09,2,24,83.75,2981,0,0.0,0,8-4-3
15123,12.73,3,24,0.0,0,0,0.0,0,0
15124,13.42,1,569,0.0,0,0,0.0,0,0
15125,13.91,3,24,0.0,0,0,0.0,0,0
15134,12.96,3,10,0.0,0,0,0.0,0,0
15135,13.15,3,15,0.0,0,0,0.0,0,0
15136,12.3,3,1118,0.0,0,0,0.0,0,0
15137,13.0,3,170,0.0,0,0,0.0,0,0
15138,13.1,3,15,0.0,0,0,0.0,0,0
15139,14.7,2,145,81.99,13856,0,0.0,0,0
15141,13.35,3,15,0.0,0,0,0.0,0,0
15142,12.86,3,93,0.0,0,0,0.0,0,0
15143,12.61,3,221,0.0,0,0,0.0,0,0
15146,13.8,3,158,0.0,0,0,0.0,0,0
15149,13.15,3,15,0.0,0,0,0.0,0,0
15151,14.06,3,135,0.0,0,0,0.0,0,0
15157,13.52,3,170,0.0,0,0,0.0,0,0
15162,14.11,3,4,0.0,0,0,0.0,0,0
15163,13.36,3,145,0.0,0,0,0.0,0,0
15164,13.85,1,4,0.0,0,0,0.0,0,0
15165,12.73,3,15,0.0,0,0,0.0,0,0
15166,12.54,3,15,0.0,0,0,0.0,0,0
15168,13.57,3,110,0.0,0,0,0.0,0,0
15172,12.74,3,221,0.0,0,0,0.0,0,0
15173,13.02,3,221,0.0,0,0,0.0,0,0
15179,13.81,3,5,0.0,0,0,0.0,0,0
15184,13.52,3,221,0.0,0,0,0.0,0,0
15187,13.68,3,24,0.0,0,0,0.0,0,0
15191,12.75,3,10,0.0,0,0,0.0,0,0
15195,14.51,2,158,31.18,12186,0,0.0,0,0
15197,13.9,3,15,0.0,0,0,0.0,0,0
15198,13.34,3,25,0.0,0,0,0.0,0,0
15204,14.22,3,135,0.0,0,0,0.0,0,0
15205,14.51,2,158,57.63,8867,0,0.0,0,0
15212,12.87,3,93,0.0,0,0,0.0,0,0
15216,14.82,2,93,81.09,10649,0,0.0,0,0
15217,15.88,1,20,0.0,0,0,0.0,0,0
15219,15.85,2,20,53.49,13703,0,0.0,0,0
15222,12.49,3,24,0.0,0,0,0.0,0,0
15227,12.74,3,221,0.0,0,0,0.0,0,0
15233,13.79,3,5,0.0,0,0,0.0,0,0
15239,13.18,3,221,0.0,0,0,0.0,0,0
15245,13.35,3,24,0.0,0,0,0.0,0,0
15252,13.83,3,4,0.0,0,0,0.0,0,0
15255,13.74,3,24,0.0,0,0,0.0,0,0
15256,12.52,3,490,0.0,0,0,0.0,0,0
15257,13.78,3,24,0.0,0,0,0.0,0,0
15259,15.02,2,135,44.93,14138,0,0.0,0,0
15261,13.29,3,24,0.0,0,0,0.0,0,0
15262,13.11,3,24,0.0,0,0,0.0,0,0
15263,14.44,3,135,0.0,0,0,0.0,0,0
15264,14.94,3,135,0.0,0,0,0.0,0,0
15268,14.47,3,135,0.0,0,0,0.0,0,0
15270,13.32,3,15,0.0,0,0,0.0,0,0
15272,12.68,3,15,0.0,0,0,0.0,0,0
15273,13.29,3,15,0.0,0,0,0.0,0,0
15274,13.59,3,170,0.0,0,0,0.0,0,0
15277,13.53,3,158,0.0,0,0,0.0,0,0
15281,12.98,3,158,0.0,0,0,0.0,0,0
15288,12.35,3,170,0.0,0,0,0.0,0,0
15292,12.9,3,24,0.0,0,0,0.0,0,0
15295,14.59,3,4,0.0,0,0,0.0,0,0
15296,15.35,1,20,0.0,0,0,0.0,0,0
15299,14.28,3,135,0.0,0,0,0.0,0,0
15301,13.96,3,158,0.0,0,0,0.0,0,0
15302,12.89,3,15,0.0,0,0,0.0,0,0
15303,12.69,3,221,0.0,0,0,0.0,0,0
15307,14.25,3,135,0.0,0,0,0.0,0,0
15313,15.37,2,135,67.98,9651,0,0.0,0,0
15315,13.84,3,25,0.0,0,0,0.0,0,0
15318,12.84,3,25,0.0,0,0,0.0,0,0
15319,14.71,3,135,0.0,0,0,0.0,0,0
15320,15.34,1,20,0.0,0,0,0.0,0,0
15323,13.73,3,24,0.0,0,0,0.0,0,0
15324,13.99,3,24,0.0,0,0,0.0,0,0
15326,14.84,3,135,0.0,0,0,0.0,0,0
15327,13.23,3,15,0.0,0,0,0.0,0,0
15328,14.79,3,135,0.0,0,0,0.0,0,0
15335,13.86,3,3,0.0,0,0,0.0,0,0
15339,13.39,3,158,0.0,0,0,0.0,0,0
15340,13.39,3,221,0.0,0,0,0.0,0,0
15341,13.42,3,158,0.0,0,0,0.0,0,0
15342,13.86,3,24,0.0,0,0,0.0,0,0
15346,14.76,1,4,0.0,0,0,0.0,0,0
15349,14.26,1,135,0.0,0,0,0.0,0,0
15354,14.6,3,135,0.0,0,0,0.0,0,0
15356,13.15,3,170,0.0,0,0,0.0,0,0
15366,14.36,3,15,0.0,0,0,0.0,0,0
15383,14.31,3,15,0.0,0,0,0.0,0,0
15384,14.57,2,158,47.7,2591,0,0.0,0,0
15385,13.75,3,221,0.0,0,0,0.0,0,0
15386,15.13,2,4,36.93,2508,0,0.0,0,0
15388,15.2,2,135,64.88,13630,0,0.0,0,0
15389,15.03,2,135,54.79,7362,0,0.0,0,0
15402,14.72,3,20,0.0,0,0,0.0,0,0
15409,13.55,3,158,0.0,0,0,0.0,0,0
15411,13.68,3,4,0.0,0,0,0.0,0,0
15412,13.34,3,24,0.0,0,0,0.0,0,0
15414,13.68,3,158,0.0,0,0,0.0,0,0
15416,12.1,3,170,0.0,0,0,0.0,0,0
15419,13.0,3,15,0.0,0,0,0.0,0,0
15421,14.06,2,158,35.51,8221,0,0.0,0,0
15424,13.96,3,135,0.0,0,0,0.0,0,0
15425,12.92,3,15,0.0,0,0,0.0,0,0
15429,14.45,3,135,0.0,0,0,0.0,0,0
15433,13.51,3,4,0.0,0,0,0.0,0,0
15437,14.8,3,135,0.0,0,0,0.0,0,0
15438,13.09,3,945,0.0,0,0,0.0,0,0
15443,14.5,3,5,0.0,0,0,0.0,0,0
15445,13.3,3,145,0.0,0,0,0.0,0,0
15449,13.49,3,15,0.0,0,0,0.0,0,0
15451,12.28,3,221,0.0,0,0,0.0,0,0
15453,13.81,3,158,0.0,0,0,0.0,0,4-4-1
15456,14.96,3,4,0.0,0,0,0.0,0,0
15460,13.31,3,158,0.0,0,0,0.0,0,0
15462,13.54,3,158,0.0,0,0,0.0,0,0
15466,13.25,3,15,0.0,0,0,0.0,0,0
15467,13.48,3,158,0.0,0,0,0.0,0,0
15468,13.48,3,158,0.0,0,0,0.0,0,4-4-1
15469,13.85,3,158,0.0,0,0,0.0,0,4-4-1
15470,15.35,1,135,0.0,0,0,0.0,0,0
15472,13.61,3,24,0.0,0,0,0.0,0,0
15476,14.37,3,4,0.0,0,0,0.0,0,0
15480,12.66,3,221,0.0,0,0,0.0,0,0
15482,13.44,3,24,0.0,0,0,0.0,0,0
15485,13.48,3,24,0.0,0,0,0.0,0,0
15487,12.73,3,10,0.0,0,0,0.0,0,0
15490,14.21,3,5,0.0,0,0,0.0,0,0
15492,14.53,3,135,0.0,0,0,0.0,0,0
15496,13.08,3,15,0.0,0,0,0.0,0,0
15497,14.08,2,24,27.38,15255,0,0.0,0,8-4-3
15498,12.32,3,221,0.0,0,0,0.0,0,0
15499,12.68,3,221,0.0,0,0,0.0,0,0
15501,14.14,2,158,24.8,1223,0,0.0,0,0
15516,13.5,3,15,0.0,0,0,0.0,0,0
15517,13.74,3,668,0.0,0,0,0.0,0,0
15518,13.08,3,668,0.0,0,0,0.0,0,0
15520,12.45,3,15,0.0,0,0,0.0,0,0
15523,13.17,3,93,0.0,0,0,0.0,0,0
15537,12.26,3,221,0.0,0,0,0.0,0,0
15538,13.03,3,221,0.0,0,0,0.0,0,0
15542,13.6,3,93,0.0,0,0,0.0,0,0
15544,13.77,3,158,0.0,0,0,0.0,0,0
15545,12.93,3,1911,0.0,0,0,0.0,0,3/2J
15550,13.04,3,221,0.0,0,0,0.0,0,0
15552,12.41,3,1040,0.0,0,0,0.0,0,0
15554,13.92,3,4,0.0,0,0,0.0,0,0
15555,13.58,3,221,0.0,0,0,0.0,0,0
15556,13.77,3,4,0.0,0,0,0.0,0,0
15558,13.01,3,15,0.0,0,0,0.0,0,0
15563,14.76,3,135,0.0,0,0,0.0,0,0
15564,13.61,3,158,0.0,0,0,0.0,0,0
15568,13.57,3,158,0.0,0,0,0.0,0,0
15572,13.32,3,24,0.0,0,0,0.0,0,0
15573,13.73,3,158,0.0,0,0,0.0,0,0
15575,13.58,3,808,0.0,0,0,0.0,0,0
15576,14.32,2,158,81.05,13375,0,0.0,0,0
15578,13.51,3,158,0.0,0,0,0.0,0,0
15588,13.72,3,24,0.0,0,0,0.0,0,7-2-3
15589,12.63,3,221,0.0,0,0,0.0,0,0
15590,12.75,3,15,0.0,0,0,0.0,0,0
15596,13.8,3,135,0.0,0,0,0.0,0,0
15597,13.59,3,158,0.0,0,0,0.0,0,0
15600,13.03,3,221,0.0,0,0,0.0,0,0
15602,13.19,3,1726,0.0,0,0,0.0,0,0
15605,12.85,3,15,0.0,0,0,0.0,0,0
15608,14.25,1,4,0.0,0,0,0.0,0,0
15612,13.66,3,221,0.0,0,0,0.0,0,0
15613,13.3,3,15,0.0,0,0,0.0,0,0
15614,13.27,3,221,0.0,0,0,0.0,0,0
15615,12.12,3,1911,0.0,0,0,0.0,0,3/2J
15616,13.02,3,24,0.0,0,0,0.0,0,0
15620,15.05,2,135,41.0,6426,0,0.0,0,0
15625,13.86,3,170,0.0,0,0,0.0,0,0
15631,12.49,3,221,0.0,0,0,0.0,0,0
15633,13.19,3,25,0.0,0,0,0.0,0,0
15634,13.63,3,4,0.0,0,0,0.0,0,0
15637,12.43,3,375,0.0,0,0,0.0,0,0
15643,13.35,3,93,0.0,0,0,0.0,0,0
15646,14.97,3,135,0.0,0,0,0.0,0,0
15649,14.7,2,158,13.1,832,0,0.0,0,0
15655,13.25,3,24,0.0,0,0,0.0,0,0
15656,13.04,3,24,0.0,0,0,0.0,0,0
15657,13.93,3,24,0.0,0,0,0.0,0,0
15664,14.51,3,5,0.0,0,0,0.0,0,0
15666,13.7,1,3815,0.0,0,0,0.0,0,0
15672,14.64,3,135,0.0,0,0,0.0,0,0
15674,14.22,3,4,0.0,0,0,0.0,0,0
15675,13.16,3,847,0.0,0,0,0.0,0,0
15680,14.14,3,110,0.0,0,0,0.0,0,0
15685,14.86,3,4,0.0,0,0,0.0,0,0
15688,12.6,3,15,0.0,0,0,0.0,0,0
15690,14.05,3,4,0.0,0,0,0.0,0,0
15692,14.62,3,434,0.0,0,0,0.0,0,0
15694,12.72,3,221,0.0,0,0,0.0,0,0
15698,13.39,3,24,0.0,0,0,0.0,0,0
15709,12.73,3,15,0.0,0,0,0.0,0,0
15717,13.15,3,15,0.0,0,0,0.0,0,0
15719,12.99,3,15,0.0,0,0,0.0,0,2+2-1
15720,13.41,3,668,0.0,0,0,0.0,0,0
15722,12.57,3,221,0.0,0,0,0.0,0,0
15730,12.45,3,15,0.0,0,0,0.0,0,0
15731,12.9,3,10,0.0,0,0,0.0,0,7-7-2
15732,12.38,3,490,0.0,0,0,0.0,0,0
15733,13.98,3,4,0.0,0,0,0.0,0,0
15735,12.75,3,490,0.0,0,0,0.0,0,5-2-2
15738,12.79,3,221,0.0,0,0,0.0,0,0
15747,13.3,3,1726,0.0,0,0,0.0,0,0
15748,13.08,3,668,0.0,0,0,0.0,0,0
15750,13.36,1,4,0.0,0,0,0.0,0,0
15751,11.86,3,221,0.0,0,0,0.0,0,0
15752,12.8,3,3330,0.0,0,0,0.0,0,0
15753,13.13,3,10,0.0,0,0,0.0,0,0
15754,13.79,1,163,0.0,0,0,0.0,0,0
15755,13.59,3,10,0.0,0,0,0.0,0,8+1-4
15758,13.85,1,163,0.0,0,0,0.0,0,0
15759,13.84,3,4,0.0,0,0,0.0,0,0
15762,13.73,3,5,0.0,0,0,0.0,0,0
15769,14.95,3,135,0.0,0,0,0.0,0,0
15770,13.22,3,10,0.0,0,0,0.0,0,0
15771,13.21,3,24,0.0,0,0,0.0,0,0
15772,13.35,3,24,0.0,0,0,0.0,0,0
15777,12.28,3,170,0.0,0,0,0.0,0,0
15779,13.15,3,25,0.0,0,0,0.0,0,0
15780,15.08,1,135,0.0,0,0,0.0,0,0
15781,13.91,3,4,0.0,0,0,0.0,0,0
15791,13.99,3,135,0.0,0,0,0.0,0,0
15794,14.27,3,135,0.0,0,0,0.0,0,0
15796,13.54,3,4,0.0,0,0,0.0,0,0
15797,13.62,3,4,0.0,0,0,0.0,0,0
15798,14.27,3,20,0.0,0,0,0.0,0,0
15799,12.57,3,15,0.0,0,0,0.0,0,0
15800,13.21,3,15,0.0,0,0,0.0,0,0
15803,13.18,3,15,0.0,0,0,0.0,0,0
15804,13.22,3,110,0.0,0,0,0.0,0,0
15813,14.57,3,135,0.0,0,0,0.0,0,0
15816,14.67,3,135,0.0,0,0,0.0,0,0
15822,14.27,3,434,0.0,0,0,0.0,0,0
15828,14.39,3,4,0.0,0,0,0.0,0,0
15829,13.51,3,15,0.0,0,0,0.0,0,0
15834,13.12,3,2,0.0,0,0,0.0,0,0
15837,13.97,3,24,0.0,0,0,0.0,0,0
15839,13.79,3,24,0.0,0,0,0.0,0,0
15840,13.06,3,93,0.0,0,0,0.0,0,0
15842,13.99,3,135,0.0,0,0,0.0,0,0
15845,14.24,3,4,0.0,0,0,0.0,0,0
15849,14.11,2,158,93.25,14992,0,0.0,0,0
15851,13.04,3,15,0.0,0,0,0.0,0,0
15863,13.6,3,158,0.0,0,0,0.0,0,0
15867,13.35,3,24,0.0,0,0,0.0,0,0
15871,13.05,3,15,0.0,0,0,0.0,0,0
15876,13.59,3,158,0.0,0,0,0.0,0,0
15879,13.46,3,158,0.0,0,0,0.0,0,0
15884,14.08,3,4,0.0,0,0,0.0,0,0
15886,14.87,1,135,0.0,0,0,0.0,0,0
15888,14.97,3,20,0.0,0,0,0.0,0,0
15896,15.23,1,20,0.0,0,0,0.0,0,0
15898,12.89,3,170,0.0,0,0,0.0,0,0
15900,14.15,3,4,0.0,0,0,0.0,0,0
15903,13.57,3,15,0.0,0,0,0.0,0,0
15911,16.34,1,135,0.0,0,0,0.0,0,0
15912,14.31,3,135,0.0,0,0,0.0,0,0
15914,13.93,3,135,0.0,0,0,0.0,0,0
15917,13.34,3,668,0.0,0,0,0.0,0,0
15921,15.31,1,4,0.0,0,0,0.0,0,0
15924,14.86,3,135,0.0,0,0,0.0,0,0
15925,12.81,3,15,0.0,0,0,0.0,0,0
15929,13.13,3,24,0.0,0,0,0.0,0,0
15931,12.83,3,24,0.0,0,0,0.0,0,0
15936,13.23,3,15,0.0,0,0,0.0,0,0
15940,13.31,3,158,0.0,0,0,0.0,0,0
15943,12.91,3,221,0.0,0,0,0.0,0,0
15944,12.98,3,24,0.0,0,0,0.0,0,0
15945,13.28,3,10,0.0,0,0,0.0,0,0
15950,14.09,3,5,0.0,0,0,0.0,0,0
15953,12.69,3,15,0.0,0,0,0.0,0,0
15954,13.26,3,110,0.0,0,0,0.0,0,0
15955,13.13,3,847,0.0,0,0,0.0,0,0
15956,13.59,3,158,0.0,0,0,0.0,0,0
15957,13.65,3,158,0.0,0,0,0.0,0,0
15960,12.54,3,480,0.0,0,0,0.0,0,0
15961,13.23,3,93,0.0,0,0,0.0,0,0
15962,14.34,3,135,0.0,0,0,0.0,0,0
15963,12.8,3,15,0.0,0,0,0.0,0,0
15965,12.63,3,221,0.0,0,0,0.0,0,0
15966,12.48,3,1298,0.0,0,0,0.0,0,0
15968,13.15,3,24,0.0,0,0,0.0,0,0
15973,13.12,3,221,0.0,0,0,0.0,0,0
15974,12.88,3,283,0.0,0,0,0.0,0,0
15975,13.29,3,1298,0.0,0,0,0.0,0,0
15976,13.23,3,221,0.0,0,0,0.0,0,0
15981,12.96,3,194,0.0,0,0,0.0,0,0
15990,14.54,3,135,0.0,0,0,0.0,0,0
15992,13.94,3,4,0.0,0,0,0.0,0,0
15993,13.58,3,5,0.0,0,0,0.0,0,0
15997,13.37,3,15,0.0,0,0,0.0,0,0
16000,14.5,3,135,0.0,0,0,0.0,0,0
16001,14.02,2,10,41.15,11071,0,0.0,0,0
16005,14.04,3,945,0.0,0,0,0.0,0,0
16006,15.12,2,135,32.67,6852,0,0.0,0,0
16008,14.72,3,883,0.0,0,0,0.0,0,0
16010,12.79,3,221,0.0,0,0,0.0,0,0
16015,13.49,3,24,0.0,0,0,0.0,0,6+1-3
16021,14.36,3,4,0.0,0,0,0.0,0,0
16022,15.04,2,135,34.39,9822,0,0.0,0,0
16024,12.56,3,170,0.0,0,0,0.0,0,0
16031,12.96,3,24,0.0,0,0,0.0,0,0
16032,12.99,3,221,0.0,0,0,0.0,0,0
16033,12.82,3,158,0.0,0,0,0.0,0,0
16038,12.19,3,221,0.0,0,0,0.0,0,0
16039,13.26,3,24,0.0,0,0,0.0,0,0
16040,12.92,3,221,0.0,0,0,0.0,0,0
16041,11.92,3,221,0.0,0,0,0.0,0,0
16042,13.3,3,847,0.0,0,0,0.0,0,0
16044,13.72,3,158,0.0,0,0,0.0,0,0
16047,13.04,3,221,0.0,0,0,0.0,0,0
16049,13.26,3,158,0.0,0,0,0.0,0,6-3-2
16050,13.08,3,24,0.0,0,0,0.0,0,0
16053,13.79,3,158,0.0,0,0,0.0,0,0
16055,13.24,3,93,0.0,0,0,0.0,0,0
16056,12.95,3,170,0.0,0,0,0.0,0,0
16057,12.87,3,145,0.0,0,0,0.0,0,0
16060,13.37,3,221,0.0,0,0,0.0,0,0
16066,13.05,3,221,0.0,0,0,0.0,0,0
16071,13.15,3,808,0.0,0,0,0.0,0,0
16072,15.96,3,5,0.0,0,0,0.0,0,0
16082,13.96,3,1658,0.0,0,0,0.0,0,0
16084,14.68,3,135,0.0,0,0,0.0,0,0
16086,13.15,3,24,0.0,0,0,0.0,0,0
16089,13.95,1,569,0.0,0,0,0.0,0,0
16091,14.16,1,163,0.0,0,0,0.0,0,0
16093,13.17,3,10,0.0,0,0,0.0,0,0
16094,15.05,1,752,0.0,0,0,0.0,0,0
16095,14.52,3,4,0.0,0,0,0.0,0,0
16096,15.33,1,569,0.0,0,0,0.0,0,0
16098,14.12,3,5,0.0,0,0,0.0,0,0
16101,13.65,3,158,0.0,0,0,0.0,0,0
16102,15.15,1,135,0.0,0,0,0.0,0,0
16103,14.31,3,135,0.0,0,0,0.0,0,0
16105,12.98,3,221,0.0,0,0,0.0,0,0
16107,14.15,3,110,0.0,0,0,0.0,0,0
16111,14.34,3,135,0.0,0,0,0.0,0,7-2-2
16112,14.82,3,4,0.0,0,0,0.0,0,0
16113,14.14,2,158,75.78,9287,0,0.0,0,0
16114,14.33,3,135,0.0,0,0,0.0,0,0
16115,12.96,3,24,0.0,0,0,0.0,0,0
16123,14.08,3,135,0.0,0,0,0.0,0,0
16124,14.71,3,135,0.0,0,0,0.0,0,2+3-1
16128,15.47,1,20,0.0,0,0,0.0,0,0
16131,14.04,2,158,54.59,3856,0,0.0,0,0
16132,14.06,3,135,0.0,0,0,0.0,0,0
16138,13.4,3,93,0.0,0,0,0.0,0,0
16140,13.3,3,93,0.0,0,0,0.0,0,0
16144,12.64,3,221,0.0,0,0,0.0,0,0
16148,13.23,3,93,0.0,0,0,0.0,0,0
16151,13.5,3,145,0.0,0,0,0.0,0,0
16153,12.6,3,10,0.0,0,0,0.0,0,0
16160,12.58,3,221,0.0,0,0,0.0,0,0
16162,12.23,3,221,0.0,0,0,0.0,0,0
16163,14.61,3,135,0.0,0,0,0.0,0,4-2-1
16164,14.21,2,158,88.05,10876,0,0.0,0,0
16166,14.8,3,5,0.0,0,0,0.0,0,0
16168,15.82,2,20,62.04,11519,0,0.0,0,0
16170,12.75,3,221,0.0,0,0,0.0,0,0
16176,13.03,3,93,0.0,0,0,0.0,0,0
16178,13.33,3,24,0.0,0,0,0.0,0,0
16179,13.66,3,24,0.0,0,0,0.0,0,0
16181,13.03,3,10,0.0,0,0,0.0,0,0
16184,12.76,3,93,0.0,0,0,0.0,0,0
16185,13.51,3,179,0.0,0,0,0.0,0,0
16186,13.27,3,15,0.0,0,0,0.0,0,0
16187,13.04,3,15,0.0,0,0,0.0,0,0
16188,13.23,3,93,0.0,0,0,0.0,0,0
16190,13.26,3,170,0.0,0,0,0.0,0,0
16195,12.96,3,375,0.0,0,0,0.0,0,0
16199,14.11,2,158,69.5,9463,0,0.0,0,0
16200,12.94,3,10,0.0,0,0,0.0,0,0
16202,14.46,3,135,0.0,0,0,0.0,0,0
16207,13.19,3,221,0.0,0,0,0.0,0,0
16209,15.09,2,20,32.71,15020,0,0.0,0,0
16213,12.74,3,375,0.0,0,0,0.0,0,0
16223,13.56,3,158,0.0,0,0,0.0,0,0
16227,13.57,3,158,0.0,0,0,0.0,0,0
16228,13.5,3,24,0.0,0,0,0.0,0,0
16229,13.74,3,24,0.0,0,0,0.0,0,0
16233,12.39,3,170,0.0,0,0,0.0,0,2+2-1
16234,13.92,3,4,0.0,0,0,0.0,0,0
16235,13.24,3,668,0.0,0,0,0.0,0,0
16246,14.2,2,24,32.07,4143,0,0.0,0,0
16247,14.77,2,158,15.41,4863,0,0.0,0,0
16249,13.9,3,158,0.0,0,0,0.0,0,0
16251,15.26,2,135,67.11,15328,0,0.0,0,0
16252,13.78,3,135,0.0,0,0,0.0,0,0
16254,14.26,2,158,11.81,3409,0,0.0,0,0
16255,14.05,2,158,45.13,8953,0,0.0,0,0
16263,14.0,2,24,76.82,7371,0,0.0,0,0
16264,14.55,1,7744,0.0,0,0,0.0,0,0
16265,13.78,3,24,0.0,0,0,0.0,0,0
16266,13.67,3,293,0.0,0,0,0.0,0,0
16268,15.37,2,135,45.14,5210,0,0.0,0,0
16274,14.4,3,4,0.0,0,0,0.0,0,0
16278,13.03,3,24,0.0,0,0,0.0,0,0
16279,12.76,3,24,0.0,0,0,0.0,0,0
16281,15.19,1,7744,0.0,0,0,0.0,0,0
16283,13.92,3,93,0.0,0,0,0.0,0,0
16285,12.81,3,3438,0.0,0,0,0.0,0,0
16286,13.72,1,16286,0.0,0,0,0.0,0,0
16291,14.5,2,158,30.95,9405,0,0.0,0,0
16295,13.86,3,221,0.0,0,0,0.0,0,0
16298,14.14,2,24,87.05,11794,0,0.0,0,0
16300,13.21,3,24,0.0,0,0,0.0,0,0
16303,14.12,2,24,40.29,14681,0,0.0,0,0
16306,14.76,1,20,0.0,0,0,0.0,0,0
16311,14.66,3,4,0.0,0,0,0.0,0,0
16312,14.26,3,110,0.0,0,0,0.0,0,0
16313,14.21,2,158,41.83,3386,0,0.0,0,0
16314,13.25,3,10,0.0,0,0,0.0,0,0
16315,13.5,3,194,0.0,0,0,0.0,0,0
16316,13.51,3,24,0.0,0,0,0.0,0,0
16324,13.85,3,158,0.0,0,0,0.0,0,0
16326,13.52,3,158,0.0,0,0,0.0,0,0
16328,14.14,3,15,0.0,0,0,0.0,0,0
16331,13.11,3,24,0.0,0,0,0.0,0,0
16332,12.89,3,24,0.0,0,0,0.0,0,0
16337,12.52,3,221,0.0,0,0,0.0,0,0
16339,14.08,2,10,26.23,6575,0,0.0,0,0
16342,13.58,3,158,0.0,0,0,0.0,0,0
16344,13.77,3,93,0.0,0,0,0.0,0,0
16345,14.57,2,158,40.06,6718,0,0.0,0,0
16347,13.29,3,158,0.0,0,0,0.0,0,0
16348,13.52,3,221,0.0,0,0,0.0,0,0
16355,14.26,3,15,0.0,0,0,0.0,0,0
16356,12.53,3,24,0.0,0,0,0.0,0,0
16358,12.67,3,15,0.0,0,0,0.0,0,0
16359,14.28,3,135,0.0,0,0,0.0,0,0
16362,14.14,3,145,0.0,0,0,0.0,0,0
16363,13.27,3,15,0.0,0,0,0.0,0,0
16364,13.17,3,221,0.0,0,0,0.0,0,0
16365,14.48,3,5,0.0,0,0,0.0,0,0
16366,13.29,3,15,0.0,0,0,0.0,0,0
16368,12.46,3,5651,0.0,0,0,0.0,0,0
16371,13.35,3,145,0.0,0,0,0.0,0,0
16375,12.96,3,490,0.0,0,0,0.0,0,8+1-4
16379,13.86,3,10,0.0,0,0,0.0,0,0
16382,14.56,1,4,0.0,0,0,0.0,0,0
16388,15.8,2,135,40.94,14864,0,0.0,0,0
16390,13.96,3,10,0.0,0,0,0.0,0,0
16391,14.75,1,11882,0.0,0,0,0.0,0,0
16394,12.87,3,170,0.0,0,0,0.0,0,0
16398,14.44,1,135,0.0,0,0,0.0,0,0
16401,13.01,3,221,0.0,0,0,0.0,0,0
16415,13.51,3,145,0.0,0,0,0.0,0,4-3-1
16420,13.61,3,15,0.0,0,0,0.0,0,7-4-2
16430,13.72,3,15,0.0,0,0,0.0,0,0
16434,14.48,3,5,0.0,0,0,0.0,0,0
16437,13.21,3,15,0.0,0,0,0.0,0,0
16438,13.84,3,110,0.0,0,0,0.0,0,0
16439,12.53,3,15,0.0,0,0,0.0,0,0
16442,13.58,3,15,0.0,0,0,0.0,0,0
16443,14.19,3,1338,0.0,0,0,0.0,0,0
16450,12.79,3,10,0.0,0,0,0.0,0,0
16452,13.34,1,4,0.0,0,0,0.0,0,0
16453,13.45,3,15,0.0,0,0,0.0,0,0
16454,12.96,3,10,0.0,0,0,0.0,0,0
16455,14.63,3,135,0.0,0,0,0.0,0,0
16456,14.3,3,135,0.0,0,0,0.0,0,0
16457,12.49,3,221,0.0,0,0,0.0,0,0
16459,14.35,3,135,0.0,0,0,0.0,0,0
16462,13.63,3,4,0.0,0,0,0.0,0,0
16466,12.6,3,15,0.0,0,0,0.0,0,0
16467,12.1,3,1118,0.0,0,0,0.0,0,0
16468,13.42,3,170,0.0,0,0,0.0,0,0
16472,13.16,3,668,0.0,0,0,0.0,0,0
16473,13.06,3,158,0.0,0,0,0.0,0,0
16476,13.88,3,2076,0.0,0,0,0.0,0,0
16479,13.36,3,221,0.0,0,0,0.0,0,3+4-2
16480,14.05,3,135,0.0,0,0,0.0,0,0
16483,13.42,3,158,0.0,0,0,0.0,0,0
16484,13.55,3,158,0.0,0,0,0.0,0,4-4-1
16485,13.07,3,3330,0.0,0,0,0.0,0,0
16493,13.88,3,158,0.0,0,0,0.0,0,0
16494,12.85,3,221,0.0,0,0,0.0,0,0
16496,13.23,3,221,0.0,0,0,0.0,0,0
16498,12.79,3,729,0.0,0,0,0.0,0,0
16502,13.85,3,158,0.0,0,0,0.0,0,0
16503,13.76,3,25,0.0,0,0,0.0,0,0
16505,12.98,3,221,0.0,0,0,0.0,0,7-6-2
16507,12.71,3,221,0.0,0,0,0.0,0,0
16509,13.19,3,10,0.0,0,0,0.0,0,0
16510,14.18,3,4,0.0,0,0,0.0,0,0
16515,12.98,3,24,0.0,0,0,0.0,0,0
16520,13.97,3,1338,0.0,0,0,0.0,0,0
16521,13.58,3,179,0.0,0,0,0.0,0,0
