asteroid_number,H_mag,status,family1,dv_fam1,near1,family2,dv_fam2,near2,rescod
526110,18.29,2,5,30.17,354634,0,0.0,0,0
526114,16.38,2,490,19.27,99128,0,0.0,0,0
526119,17.17,2,135,29.84,7362,0,0.0,0,0
526127,17.77,2,3,66.18,48540,0,0.0,0,0
526129,17.24,2,145,41.33,1384,0,0.0,0,0
526130,18.53,2,20,12.53,156926,0,0.0,0,0
526137,16.61,2,480,118.04,103219,0,0.0,0,0
526138,17.87,2,5,31.78,194855,0,0.0,0,0
526153,18.61,2,434,56.22,105633,0,0.0,0,0
526164,17.19,2,194,56.07,148597,0,0.0,0,0
526179,18.24,2,5,45.09,286118,0,0.0,0,0
526183,16.7,2,148,77.9,235150,0,0.0,0,0
526195,16.77,2,3,38.43,297296,0,0.0,0,0
526196,17.26,2,3,49.09,216975,0,0.0,0,0
526197,16.65,2,490,85.84,25989,0,0.0,0,0
526202,18.41,2,434,31.83,18626,0,0.0,0,0
526205,17.13,2,3,30.88,151830,0,0.0,0,0
526211,17.74,2,3,52.81,104626,0,0.0,0,0
526217,17.61,2,3827,32.13,117048,0,0.0,0,0
526224,17.28,2,15,49.03,66001,0,0.0,0,0
526225,17.91,2,15,43.03,62541,0,0.0,0,0
526232,17.59,2,5,24.75,138375,0,0.0,0,0
526236,16.29,2,480,25.67,20517,0,0.0,0,0
526237,16.87,2,148,55.09,126762,0,0.0,0,0
526242,17.73,2,410,71.79,5948,0,0.0,0,0
526245,17.57,2,15,45.5,24777,0,0.0,0,0
526249,18.08,2,3,5.39,333017,0,0.0,0,0
526250,16.38,2,480,43.15,259985,0,0.0,0,0
526259,16.67,2,606,8.78,312937,0,0.0,0,0
526261,18.63,2,5,25.03,10428,0,0.0,0,0
526264,16.87,2,3,26.9,104626,0,0.0,0,0
526273,16.82,2,945,29.15,326340,0,0.0,0,0
526276,17.16,2,148,35.81,304842,0,0.0,0,0
526284,17.45,2,15,46.75,54421,0,0.0,0,0
526289,17.58,2,3,34.67,93437,0,0.0,0,0
526294,17.85,2,3,56.07,30093,0,0.0,0,0
526297,17.31,2,480,11.89,313855,0,0.0,0,0
526298,17.86,2,396,11.93,117168,0,0.0,0,0
526299,17.55,2,606,27.36,103450,0,0.0,0,0
526306,17.95,2,3,27.82,69040,0,0.0,0,0
526309,17.6,2,808,14.91,808,0,0.0,0,0
526313,17.14,2,110,76.69,51001,0,0.0,0,0
526314,17.81,2,15,76.6,87206,0,0.0,0,0
526317,18.18,2,569,38.91,16846,0,0.0,0,0
526319,17.35,2,93,64.01,19829,0,0.0,0,0
526321,17.28,2,1726,12.26,22671,0,0.0,0,0
526322,17.43,2,3,57.59,36521,0,0.0,0,0
526351,18.72,2,434,38.14,86296,0,0.0,0,0
526356,17.18,2,25,123.45,114335,0,0.0,0,0
526370,17.63,2,15,30.14,77429,0,0.0,0,0
526371,17.2,2,18466,21.49,190253,0,0.0,0,0
526372,17.74,2,569,8.56,64344,0,0.0,0,0
526375,16.99,2,18466,20.55,123570,0,0.0,0,0
526381,17.4,2,3,67.13,78184,0,0.0,0,0
526384,16.9,2,945,17.79,288188,0,0.0,0,0
526389,17.34,2,4,64.71,71950,0,0.0,0,0
526391,17.62,2,145,23.89,21005,0,0.0,0,0
526394,17.64,2,434,37.96,80096,0,0.0,0,0
526410,17.98,2,4,38.4,41428,0,0.0,0,0
526416,17.59,2,15,63.35,34094,0,0.0,0,0
526424,17.72,2,569,15.67,313499,0,0.0,0,0
526428,18.01,2,1547,4.92,248783,0,0.0,0,0
526440,17.12,2,148,86.83,69777,0,0.0,0,0
526443,16.91,2,1726,18.73,54856,0,0.0,0,0
526447,15.94,2,221,36.42,71165,0,0.0,0,0
526465,18.03,2,2076,28.1,200821,0,0.0,0,0
526470,16.02,2,778,18.7,140067,0,0.0,0,0
526476,17.26,2,158,22.76,832,0,0.0,0,0
526479,16.06,2,221,64.25,62688,0,0.0,0,0
526495,17.75,2,15,63.66,47133,0,0.0,0,0
526500,16.31,2,221,60.65,92130,0,0.0,0,0
526513,16.47,2,221,91.42,251,0,0.0,0,0
526515,16.43,2,159,33.79,319309,0,0.0,0,0
526516,16.76,2,31,64.29,324243,0,0.0,0,0
526519,17.08,2,3330,28.75,71655,0,0.0,0,0
526523,16.46,2,490,15.71,101921,0,0.0,0,0
526524,17.61,2,668,6.28,3829,0,0.0,0,0
526525,18.06,2,5,54.26,283793,0,0.0,0,0
526529,17.2,2,283,76.66,39539,0,0.0,0,0
526535,18.27,2,135,34.95,38139,0,0.0,0,0
526543,17.68,2,24,32.91,8282,0,0.0,0,0
526547,17.46,2,25,86.56,267066,0,0.0,0,0
526548,18.19,2,20,14.71,186848,0,0.0,0,0
526555,16.81,2,10,42.7,69919,0,0.0,0,0
526556,17.74,2,5,45.43,230054,0,0.0,0,0
526567,18.13,2,5,49.34,217909,0,0.0,0,0
526568,16.46,2,375,61.2,111617,0,0.0,0,0
526571,18.53,2,135,37.96,35416,0,0.0,0,0
526588,16.78,2,221,41.57,8851,0,0.0,0,0
526589,18.44,2,135,38.97,310749,0,0.0,0,0
526597,16.19,2,31,28.76,339569,0,0.0,0,0
526606,16.84,2,221,23.83,195992,0,0.0,0,0
526631,18.25,2,135,22.37,42258,0,0.0,0,0
526634,16.58,2,221,88.44,39472,0,0.0,0,0
526636,16.22,2,221,53.36,26785,0,0.0,0,0
526641,16.9,2,221,93.96,51063,0,0.0,0,0
526652,17.99,2,135,34.1,126335,0,0.0,0,0
526662,16.89,2,158,54.25,7455,0,0.0,0,0
526667,16.86,2,179,41.95,28288,0,0.0,0,0
526671,16.27,2,221,32.49,30589,0,0.0,0,0
526677,17.25,2,10,58.6,31712,0,0.0,0,0
526678,17.5,2,158,28.7,832,0,0.0,0,0
526679,17.05,2,158,11.91,11728,0,0.0,0,0
526691,17.33,2,1547,10.89,323105,0,0.0,0,0
526693,16.63,2,221,52.59,59287,0,0.0,0,0
526699,17.86,2,606,36.52,292037,0,0.0,0,0
526705,16.8,2,490,25.96,13537,0,0.0,0,0
526710,15.96,2,5651,28.37,23934,0,0.0,0,0
526714,18.47,2,20,17.61,136995,0,0.0,0,0
526715,17.65,2,158,37.27,15564,0,0.0,0,0
526717,16.66,2,221,36.63,8802,0,0.0,0,0
526722,16.63,2,221,44.32,53330,0,0.0,0,0
526723,16.72,2,221,23.24,229265,0,0.0,0,0
526744,17.55,2,24,58.58,3599,0,0.0,0,0
526745,18.16,2,5,37.42,279837,0,0.0,0,0
526756,17.79,2,5,50.76,377641,0,0.0,0,0
526761,17.71,2,5,29.08,399512,0,0.0,0,0
526762,17.69,2,20,22.64,292915,0,0.0,0,0
526765,16.14,2,31,38.14,339569,0,0.0,0,0
526768,17.51,2,5,54.93,191744,0,0.0,0,0
526770,16.85,2,778,57.71,73698,0,0.0,0,0
526775,16.37,2,1040,55.54,94107,0,0.0,0,0
526780,17.54,2,5,49.54,342331,0,0.0,0,0
526784,18.22,2,5,40.66,33131,0,0.0,0,0
526785,17.78,2,135,59.45,22355,0,0.0,0,0
526791,17.69,2,5,11.01,235684,0,0.0,0,0
526792,18.06,2,5,30.99,108921,0,0.0,0,0
526797,18.11,2,5,45.4,203197,0,0.0,0,0
526804,17.64,2,5,36.4,343920,0,0.0,0,0
526808,17.15,2,24,41.76,3591,0,0.0,0,0
526813,17.19,2,15,79.68,41437,0,0.0,0,0
526821,18.08,2,20,8.33,287785,0,0.0,0,0
526827,17.84,2,5,44.2,30642,0,0.0,0,0
526828,18.7,2,135,23.49,39125,0,0.0,0,0
526829,16.88,2,221,86.35,42453,0,0.0,0,0
526830,16.06,2,31,79.39,186374,0,0.0,0,0
526836,16.36,2,778,16.66,138811,0,0.0,0,0
526839,17.21,2,15,61.39,50860,0,0.0,0,0
526843,18.1,2,569,14.74,191132,0,0.0,0,0
526844,17.22,2,24,65.12,3785,0,0.0,0,0
526845,18.4,2,5,30.37,301938,0,0.0,0,0
526850,17.71,2,5,32.01,60848,0,0.0,0,0
526851,17.38,2,93,73.31,66629,0,0.0,0,0
526857,17.03,2,24,78.39,18723,0,0.0,0,0
526864,17.59,2,145,57.02,27550,0,0.0,0,0
526865,17.12,2,3,28.18,237907,0,0.0,0,0
526881,17.25,2,808,88.07,55308,0,0.0,0,0
526890,16.89,2,170,54.6,18144,0,0.0,0,0
526894,17.0,2,668,80.71,55582,0,0.0,0,0
526895,16.69,2,15,79.45,18734,0,0.0,0,0
526896,17.62,2,194,41.44,312667,0,0.0,0,0
526897,17.36,2,3815,10.43,82438,0,0.0,0,0
526901,17.69,2,15,58.01,3017,0,0.0,0,0
526903,17.21,2,3,77.83,47215,0,0.0,0,0
526904,17.0,2,668,76.7,66940,0,0.0,0,0
526909,17.59,2,2782,21.49,30313,0,0.0,0,0
526920,17.61,2,194,126.49,77470,0,0.0,0,0
526924,16.93,2,15,84.27,164046,0,0.0,0,0
526925,17.21,2,93,63.52,55080,0,0.0,0,0
526928,16.5,2,293,45.63,56593,0,0.0,0,0
526938,17.24,2,1128,31.0,295892,0,0.0,0,0
526959,18.28,2,135,42.85,10322,0,0.0,0,0
526961,17.03,2,24,95.61,30500,0,0.0,0,0
526962,16.27,2,1040,24.23,112290,0,0.0,0,0
526969,16.44,2,221,35.36,77666,0,0.0,0,0
526970,18.2,2,4,10.92,41894,0,0.0,0,0
526983,18.3,2,569,32.68,81129,0,0.0,0,0
526988,18.7,2,20,16.15,176767,0,0.0,0,0
526989,17.99,2,135,31.71,23924,0,0.0,0,0
526994,16.77,2,221,65.49,23575,0,0.0,0,0
526997,17.04,2,15,54.3,43569,0,0.0,0,0
526998,16.97,2,15,30.52,44570,0,0.0,0,0
527000,17.94,2,135,30.71,14485,0,0.0,0,0
527005,16.62,2,283,85.06,45617,0,0.0,0,0
527007,17.14,2,24,41.93,25296,0,0.0,0,0
527008,17.76,2,135,26.85,64669,0,0.0,0,0
527010,17.11,2,221,48.6,38515,0,0.0,0,0
527016,16.18,2,148,18.42,231926,0,0.0,0,0
527017,17.24,2,1726,71.18,11164,0,0.0,0,0
527020,18.03,2,135,39.27,47468,0,0.0,0,0
527026,18.74,2,135,39.37,10472,0,0.0,0,0
527030,17.29,2,170,72.23,44753,0,0.0,0,0
527031,16.27,2,179,45.7,83934,0,0.0,0,0
527037,17.04,2,24,85.72,4752,0,0.0,0,0
527039,16.92,2,24,60.33,19643,0,0.0,0,0
527043,17.95,2,2076,28.39,267914,0,0.0,0,0
527047,19.27,2,20,32.43,196284,0,0.0,0,0
527049,16.64,2,221,35.02,25543,0,0.0,0,0
527052,17.3,2,847,52.41,83528,0,0.0,0,0
527057,16.7,2,1040,48.58,49659,0,0.0,0,0
527080,17.17,2,847,46.48,25957,0,0.0,0,0
527091,18.18,2,4,14.64,4444,0,0.0,0,0
527109,18.69,2,135,36.99,183169,0,0.0,0,0
527120,17.08,2,24,47.68,32225,0,0.0,0,0
527125,18.55,2,20,17.39,190921,0,0.0,0,0
527126,17.95,2,20,33.77,8690,0,0.0,0,0
527127,18.26,2,2076,34.27,214632,0,0.0,0,0
527134,18.92,2,20,23.37,233535,0,0.0,0,0
527138,17.42,2,15,47.34,6663,0,0.0,0,0
527142,18.79,2,135,35.67,309263,0,0.0,0,0
527144,18.79,2,135,27.74,325845,0,0.0,0,0
527149,16.71,2,1040,48.03,76245,0,0.0,0,0
527159,18.83,2,135,28.11,61365,0,0.0,0,0
527162,18.68,2,135,32.2,27778,0,0.0,0,0
527173,18.66,2,135,25.75,9919,0,0.0,0,0
527174,18.02,2,20,32.94,332681,0,0.0,0,0
527180,18.61,2,20,11.71,221021,0,0.0,0,0
527182,17.13,2,24,37.05,47742,0,0.0,0,0
527183,16.43,2,31,63.32,201879,0,0.0,0,0
527189,18.62,2,20,28.55,273618,0,0.0,0,0
527195,16.49,2,293,42.71,55930,0,0.0,0,0
527199,18.13,2,20,34.26,9424,0,0.0,0,0
527207,18.24,2,163,38.92,292269,0,0.0,0,0
527208,18.11,2,20,24.49,339932,0,0.0,0,0
527210,18.9,2,20,13.65,99436,0,0.0,0,0
527211,17.56,2,24,41.31,11517,0,0.0,0,0
527220,18.11,2,4,23.15,15554,0,0.0,0,0
527223,16.71,2,221,81.88,20984,0,0.0,0,0
527225,16.44,2,1040,72.57,106063,0,0.0,0,0
527232,16.52,2,1040,60.65,76788,0,0.0,0,0
527240,17.04,2,24,48.05,18645,0,0.0,0,0
527245,17.38,2,24,41.49,55027,0,0.0,0,0
527249,16.8,2,221,61.21,14544,0,0.0,0,0
527252,18.64,2,20,23.25,220489,0,0.0,0,0
527259,18.0,2,302,30.93,332080,0,0.0,0,0
527260,17.15,2,93,16.86,16938,0,0.0,0,0
527263,17.14,2,24,42.9,33479,0,0.0,0,0
527265,18.34,2,135,28.5,17585,0,0.0,0,0
527268,16.67,2,10,77.37,55256,0,0.0,0,0
527269,16.88,2,221,93.43,71645,0,0.0,0,0
527270,18.28,2,4,24.13,29334,0,0.0,0,0
527273,17.08,2,10,69.64,48482,0,0.0,0,0
527276,18.12,2,20,25.04,289191,0,0.0,0,0
527280,17.11,2,1726,72.14,23819,0,0.0,0,0
527291,17.31,2,110,85.77,15168,0,0.0,0,0
527300,18.8,2,20,20.47,255659,0,0.0,0,0
527302,17.06,2,10,43.91,16509,0,0.0,0,0
527307,18.85,2,20,17.16,156028,0,0.0,0,0
527312,17.3,2,24,48.19,12439,0,0.0,0,0
527316,16.59,2,1040,47.06,42521,0,0.0,0,0
527326,18.4,2,20,13.95,332784,0,0.0,0,0
527330,17.17,2,24,22.85,1788,0,0.0,0,0
527331,17.93,2,4,27.01,19813,0,0.0,0,0
527335,18.85,2,163,39.53,230156,0,0.0,0,0
527343,16.64,2,221,61.95,12716,0,0.0,0,0
527346,16.3,2,1040,80.15,91946,0,0.0,0,0
527353,16.48,2,221,53.93,71601,0,0.0,0,0
527354,18.41,2,20,41.21,35843,0,0.0,0,0
527355,16.82,2,3330,99.33,56970,0,0.0,0,0
527358,17.49,2,847,77.88,7137,0,0.0,0,0
527359,16.53,2,221,80.8,22737,0,0.0,0,0
527360,17.25,2,293,98.87,92242,0,0.0,0,0
527366,17.12,2,24,39.27,28763,0,0.0,0,0
527367,17.22,2,158,9.66,21604,0,0.0,0,0
527369,17.14,2,221,71.93,67128,0,0.0,0,0
527370,17.05,2,221,74.05,51942,0,0.0,0,0
527385,17.18,2,158,21.57,263,0,0.0,0,0
527388,17.09,2,221,57.19,45601,0,0.0,0,0
527391,17.8,2,135,34.73,13415,0,0.0,0,0
527392,16.89,2,1040,32.1,73996,0,0.0,0,0
527393,16.98,2,221,48.01,15722,0,0.0,0,0
527409,18.05,2,135,22.74,265295,0,0.0,0,0
527411,16.94,2,24,46.13,80012,0,0.0,0,0
527413,17.06,2,221,88.33,59840,0,0.0,0,0
527420,18.5,2,135,41.77,67632,0,0.0,0,0
527421,16.83,2,24,55.09,17238,0,0.0,0,0
527422,17.19,2,24,64.13,29177,0,0.0,0,0
527430,16.52,2,490,41.16,71456,0,0.0,0,0
527432,17.18,2,24,38.42,7927,0,0.0,0,0
527445,17.07,2,3330,45.68,66062,0,0.0,0,0
527448,17.18,2,24,45.96,4642,0,0.0,0,0
527451,17.28,2,1298,46.49,7790,0,0.0,0,0
527456,16.58,2,221,23.15,7577,0,0.0,0,0
527458,16.69,2,221,38.34,13488,0,0.0,0,0
527465,16.55,2,221,73.94,45706,0,0.0,0,0
527468,17.18,2,1726,57.08,62868,0,0.0,0,0
527472,16.4,2,221,52.41,8117,0,0.0,0,0
527474,17.58,2,158,52.21,27364,0,0.0,0,0
527475,17.41,2,1726,13.17,10658,0,0.0,0,0
527479,15.52,2,31,42.99,308769,0,0.0,0,0
527480,16.93,2,221,42.0,65339,0,0.0,0,0
527481,16.9,2,15,35.97,42724,0,0.0,0,0
527485,17.66,2,1128,13.39,311685,0,0.0,0,0
527493,16.67,2,221,55.81,76276,0,0.0,0,0
527495,17.01,2,490,82.3,94281,0,0.0,0,0
527506,16.31,2,1040,79.92,94326,0,0.0,0,0
527508,17.15,2,24,79.87,7432,0,0.0,0,0
527513,18.97,2,20,11.72,199849,0,0.0,0,0
527514,18.95,2,135,23.3,150453,0,0.0,0,0
527515,17.45,2,1128,20.94,308923,0,0.0,0,0
527524,17.5,2,24,65.85,21547,0,0.0,0,0
527527,16.15,2,1040,57.19,85424,0,0.0,0,0
527532,17.39,2,158,62.42,8946,0,0.0,0,0
527535,18.36,2,135,26.19,49046,0,0.0,0,0
527540,16.97,2,490,26.93,174534,0,0.0,0,0
527541,18.66,2,20,15.22,213861,0,0.0,0,0
527553,16.22,2,31,29.33,238283,0,0.0,0,0
527555,16.78,2,490,83.71,101921,0,0.0,0,0
527563,17.4,2,158,19.05,18292,0,0.0,0,0
527565,18.48,2,20,10.97,154773,0,0.0,0,0
527569,16.64,2,221,24.68,37506,0,0.0,0,0
527570,16.81,2,3330,66.21,38591,0,0.0,0,0
527571,18.56,2,135,22.3,235076,0,0.0,0,0
527581,19.05,2,20,10.68,207127,0,0.0,0,0
527582,18.36,2,135,41.52,67632,0,0.0,0,0
527583,18.35,2,4,40.75,24325,0,0.0,0,0
527586,16.07,2,1040,19.53,104994,0,0.0,0,0
527591,16.24,2,778,66.27,45800,0,0.0,0,0
527594,17.42,2,158,35.33,17980,0,0.0,0,0
527595,18.33,2,135,36.28,145028,0,0.0,0,0
527598,16.66,2,490,25.12,72856,0,0.0,0,0
527619,16.64,2,778,51.15,73698,0,0.0,0,0
527621,15.75,2,31,28.84,144792,0,0.0,0,0
527626,16.0,2,221,16.29,53378,0,0.0,0,0
527632,16.81,2,1303,48.5,96289,0,0.0,0,0
527635,17.21,2,158,42.88,14553,0,0.0,0,0
527636,19.03,2,135,26.54,149654,0,0.0,0,0
527652,16.61,2,221,80.17,31325,0,0.0,0,0
527656,18.44,2,434,65.72,120217,0,0.0,0,0
527659,17.08,2,10,48.48,61582,0,0.0,0,0
527660,18.47,2,20,25.84,267271,0,0.0,0,0
527662,16.35,2,221,84.86,71601,0,0.0,0,0
527663,17.88,2,4,56.35,18253,0,0.0,0,0
527665,16.33,2,31,19.12,211886,0,0.0,0,0
527666,18.07,2,4,46.37,42687,0,0.0,0,0
527677,16.72,2,221,53.23,11052,0,0.0,0,0
527678,16.3,2,221,52.21,32236,0,0.0,0,0
527685,16.77,2,24,26.27,3615,0,0.0,0,0
527696,16.81,2,221,12.43,71158,0,0.0,0,0
527710,18.5,2,20,38.74,332028,0,0.0,0,0
527724,16.64,2,221,92.84,45701,0,0.0,0,0
527726,16.23,2,780,53.69,323233,0,0.0,0,0
527732,16.75,2,221,38.76,9092,0,0.0,0,0
527734,18.38,2,135,24.05,146317,0,0.0,0,0
527735,18.52,2,434,51.89,154641,0,0.0,0,0
527740,17.05,2,10,49.45,24358,0,0.0,0,0
527744,16.21,2,31,25.77,246702,0,0.0,0,0
527747,18.68,2,135,25.54,188379,0,0.0,0,0
527750,16.57,2,1040,82.89,89173,0,0.0,0,0
527751,16.77,2,3330,34.27,66062,0,0.0,0,0
527752,18.17,2,20,12.84,102726,0,0.0,0,0
527754,18.75,2,135,58.9,29781,0,0.0,0,0
527762,18.18,2,135,35.08,120292,0,0.0,0,0
527763,16.85,2,283,32.45,56879,0,0.0,0,0
527766,18.36,2,20,41.91,65903,0,0.0,0,0
527768,18.41,2,135,22.54,159742,0,0.0,0,0
527770,18.32,2,135,39.32,113983,0,0.0,0,0
527771,18.31,2,135,18.34,133127,0,0.0,0,0
527779,18.62,2,135,36.22,25150,0,0.0,0,0
527786,17.94,2,4,12.73,52889,0,0.0,0,0
527791,16.52,2,1040,95.85,73996,0,0.0,0,0
527804,16.94,2,24,43.95,14367,0,0.0,0,0
527806,17.57,2,4,60.89,54779,0,0.0,0,0
527810,16.75,2,490,23.94,3090,0,0.0,0,0
527814,16.22,2,31,56.89,289814,0,0.0,0,0
527821,17.94,2,135,39.65,256893,0,0.0,0,0
527824,17.32,2,24,43.37,1259,0,0.0,0,0
527827,18.1,2,20,7.76,137725,0,0.0,0,0
527839,16.38,2,21885,34.97,321683,0,0.0,0,0
527842,18.63,2,20,16.35,273745,0,0.0,0,0
527844,18.45,2,135,27.13,150873,0,0.0,0,0
527856,16.61,2,96,96.48,62026,0,0.0,0,0
527867,16.05,2,31,23.2,318167,0,0.0,0,0
527869,16.52,2,31,69.32,277040,0,0.0,0,0
527870,18.11,2,434,52.75,37561,0,0.0,0,0
527873,16.96,2,3330,84.67,39260,0,0.0,0,0
527880,18.26,2,135,40.78,18496,0,0.0,0,0
527883,18.77,2,20,12.99,315467,0,0.0,0,0
527888,18.5,2,20,15.92,288080,0,0.0,0,0
527895,15.95,2,31,36.34,243226,0,0.0,0,0
527901,16.56,2,778,47.41,10982,0,0.0,0,0
527903,18.12,2,4,35.7,13607,0,0.0,0,0
527905,18.07,2,135,45.43,8975,0,0.0,0,0
527908,18.21,2,135,21.04,21393,0,0.0,0,0
527911,18.71,2,20,11.86,174646,0,0.0,0,0
527913,16.55,2,778,83.62,84892,0,0.0,0,0
527914,18.62,2,135,35.65,311259,0,0.0,0,0
527916,17.24,2,158,63.06,15301,0,0.0,0,0
527923,16.99,2,3330,42.91,34210,0,0.0,0,0
527926,16.61,2,221,70.16,45300,0,0.0,0,0
527943,16.43,2,3330,16.27,43637,0,0.0,0,0
527946,16.88,2,283,70.95,11793,0,0.0,0,0
527947,17.97,2,135,39.31,295939,0,0.0,0,0
527963,16.79,2,10,57.69,1561,0,0.0,0,0
527964,16.71,2,1040,11.15,56307,0,0.0,0,0
527969,18.29,2,4,45.36,24370,0,0.0,0,0
527970,17.16,2,221,77.63,34292,0,0.0,0,0
527973,16.8,2,221,44.49,2443,0,0.0,0,0
527978,16.86,2,3330,49.68,34532,0,0.0,0,0
527980,18.01,2,135,40.19,12806,0,0.0,0,0
527989,16.39,2,490,73.56,33017,0,0.0,0,0
527992,17.21,2,3815,15.47,239548,0,0.0,0,0
527993,17.2,2,221,58.52,2767,0,0.0,0,0
528002,16.94,2,490,15.53,45629,0,0.0,0,0
528003,18.6,2,135,27.99,22221,0,0.0,0,0
528007,16.75,2,1040,37.35,49574,0,0.0,0,0
528010,17.03,2,24,48.81,1788,0,0.0,0,0
528011,17.13,2,221,92.77,105820,0,0.0,0,0
528022,17.76,2,4,30.89,36757,0,0.0,0,0
528028,18.79,2,135,43.7,13576,0,0.0,0,0
528032,17.0,2,24,30.35,48311,0,0.0,0,0
528033,17.98,2,135,25.64,35817,0,0.0,0,0
528036,17.05,2,221,29.29,30410,0,0.0,0,0
528042,17.4,2,145,79.28,30263,0,0.0,0,0
528043,18.51,2,20,32.71,38813,0,0.0,0,0
528045,18.47,2,135,42.45,31825,0,0.0,0,0
528046,18.49,2,20,14.51,252945,0,0.0,0,0
528050,18.4,2,135,15.37,326798,0,0.0,0,0
528051,17.18,2,15,73.71,37263,0,0.0,0,0
528060,16.9,2,10,77.7,16181,0,0.0,0,0
528061,16.62,2,24,30.66,3615,0,0.0,0,0
528063,16.87,2,3330,74.53,34210,0,0.0,0,0
528064,16.63,2,1118,49.13,17443,0,0.0,0,0
528066,18.2,2,135,31.45,24206,0,0.0,0,0
528074,15.76,2,778,43.57,84892,0,0.0,0,0
528075,18.36,2,135,33.58,6815,0,0.0,0,0
528077,16.6,2,778,30.35,95356,0,0.0,0,0
528091,17.53,2,15,33.12,18845,0,0.0,0,0
528093,18.74,2,135,27.74,9847,0,0.0,0,0
528096,18.53,2,135,31.38,33052,0,0.0,0,0
528102,18.73,2,20,16.34,251689,0,0.0,0,0
528115,18.25,2,20,14.73,203076,0,0.0,0,0
528116,17.93,2,20,17.21,185213,0,0.0,0,0
528126,16.82,2,221,51.61,40679,0,0.0,0,0
528127,16.64,2,3330,36.23,70010,0,0.0,0,0
528132,18.52,2,20,23.08,15115,0,0.0,0,0
528133,18.28,2,135,66.78,6897,0,0.0,0,0
528136,16.8,2,778,88.52,45800,0,0.0,0,0
528138,17.97,2,135,49.71,32024,0,0.0,0,0
528146,17.14,2,778,9.29,92282,0,0.0,0,0
528154,16.51,2,221,49.38,59768,0,0.0,0,0
528165,16.8,2,170,34.38,35569,0,0.0,0,0
528167,16.41,2,375,71.25,73974,0,0.0,0,0
528168,17.27,2,778,70.28,73698,0,0.0,0,0
528170,16.4,2,490,61.08,16876,0,0.0,0,0
528175,16.79,2,490,10.57,45691,0,0.0,0,0
528181,18.15,2,135,57.12,2680,0,0.0,0,0
528200,17.91,2,20,34.06,78037,0,0.0,0,0
528214,16.93,2,490,98.16,35346,0,0.0,0,0
528221,17.34,2,170,23.95,16024,0,0.0,0,0
528223,17.31,2,15,67.56,62389,0,0.0,0,0
528225,16.56,2,1303,68.75,69083,0,0.0,0,0
528238,16.71,2,93,39.27,71125,0,0.0,0,0
528242,17.57,2,158,35.17,9178,0,0.0,0,0
528246,17.53,2,847,24.13,31199,0,0.0,0,0
528253,18.26,2,93,73.59,47514,0,0.0,0,0
528262,17.48,2,158,14.38,7862,0,0.0,0,0
528265,17.34,2,158,65.69,9405,0,0.0,0,0
528266,17.87,2,170,65.9,13581,0,0.0,0,0
528269,17.33,2,15,35.19,10568,0,0.0,0,0
528274,17.7,2,847,50.29,3734,0,0.0,0,0
528278,16.84,2,3,48.98,99900,0,0.0,0,0
528287,17.58,2,396,5.52,298645,0,0.0,0,0
528288,17.51,2,668,51.16,37936,0,0.0,0,0
528294,17.68,2,1726,21.75,237923,0,0.0,0,0
528296,17.52,2,480,40.89,303533,0,0.0,0,0
528300,17.65,2,847,63.03,3430,0,0.0,0,0
528301,17.48,2,396,11.51,187881,0,0.0,0,0
528309,17.39,2,668,13.83,5416,0,0.0,0,0
528325,16.61,2,1189,15.09,328858,0,0.0,0,0
528343,17.3,2,15,55.31,20430,0,0.0,0,0
528349,17.37,2,10955,17.79,266377,0,0.0,0,0
528354,17.39,2,668,41.47,61094,0,0.0,0,0
528358,17.22,2,847,56.77,23098,0,0.0,0,0
528363,17.89,2,3827,25.87,268105,0,0.0,0,0
528365,17.85,2,158,91.24,53338,0,0.0,0,0
528366,17.62,2,158,26.55,208,0,0.0,0,0
528371,17.65,2,158,16.62,18689,0,0.0,0,0
528374,17.76,2,847,8.47,29858,0,0.0,0,0
528375,17.55,2,158,39.92,14779,0,0.0,0,0
528383,17.44,2,194,103.69,77470,0,0.0,0,0
528391,16.52,2,945,77.86,322740,0,0.0,0,0
528403,17.51,2,32418,24.62,235787,0,0.0,0,0
528405,17.57,2,668,18.04,18712,0,0.0,0,0
528409,17.37,2,1189,35.14,244482,0,0.0,0,0
528419,17.64,2,158,23.85,3515,0,0.0,0,0
528431,17.24,2,158,26.11,277,0,0.0,0,0
528447,17.3,2,158,17.22,15597,0,0.0,0,0
528448,17.31,2,158,20.86,13382,0,0.0,0,0
528451,17.3,2,808,38.14,192786,0,0.0,0,0
528452,17.55,2,480,85.24,284039,0,0.0,0,0
528454,17.6,2,847,50.08,83528,0,0.0,0,0
528458,17.82,2,847,65.13,83528,0,0.0,0,0
528461,17.91,2,10955,38.83,338688,0,0.0,0,0
528464,17.02,2,293,56.09,91797,0,0.0,0,0
528475,16.98,2,945,90.53,334704,0,0.0,0,0
528477,17.83,2,13314,23.64,271211,0,0.0,0,0
528480,17.39,2,158,90.61,27464,0,0.0,0,0
528482,17.43,2,1726,22.43,23819,0,0.0,0,0
528486,17.64,2,847,39.42,12587,0,0.0,0,0
528487,17.58,2,1726,12.01,6716,0,0.0,0,0
528505,17.52,2,158,8.5,7719,0,0.0,0,0
528519,16.28,2,15,71.52,33098,0,0.0,0,0
528524,17.14,2,18405,5.44,144656,0,0.0,0,0
528526,16.1,2,1911,41.98,194927,0,0.0,0,3/2J
528527,17.79,2,808,87.93,46156,0,0.0,0,0
